stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id,wheelchair_boarding,stop_url
11211,"Humboldt Ave N & 51st Ave N","Near side N",  45.047428, -93.299423,"Humboldt Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11211
1122,"39th St W & Xerxes Ave S","Near side W",  44.932354, -93.318703,"39th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1122
11225,"Logan Ave N & 54th Ave N","Near side N",  45.052849, -93.304146,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11225
11227,"Logan Ave N & 55th Ave N","Near side N",  45.054699, -93.304085,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11227
11229,"Logan Ave N & 56th Ave N","Near side N",  45.056538, -93.304016,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11229
11231,"57th Ave N & Logan Ave N","Far side W",  45.058510, -93.304314,"57th Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11231
11233,"Logan Ave N & 57th Ave N","Near side N",  45.058353, -93.303978,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11233
1124,"39th St W & Zenith Ave S","Near side W",  44.932373, -93.321266,"39th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1124
11241,"Bass Lake Rd (Co Rd 10) & #5701","Near side W",  45.059216, -93.315445,"Bass Lake Rd (Co Rd 10)",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11241
11248,"France Ave N & 73rd Ave N","Across from N",  45.087227, -93.330803,"France Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11248
11249,"74th Ave N & Drew Ave N","Near side E",  45.089962, -93.328506,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11249
11250,"74th Ave N & Beard Ave N","Near side E",  45.089977, -93.326622,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11250
11251,"74th Ave N & 74th Circle","Near side E",  45.090179, -93.325050,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11251
11252,"74th Ave N & Zenith Ave N","Near side E",  45.090828, -93.323837,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11252
11253,"74th Ave N & York Ave N","Near side E",  45.090961, -93.321602,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11253
11255,"Xerxes Ave N & 75th Ave N","Near side N",  45.092854, -93.320778,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11255
11256,"Xerxes Ave N & Brookdale Dr","Near side N",  45.097076, -93.320915,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11256
11257,"Xerxes Ave N & Xerxes Court","Near side N",  45.098587, -93.320953,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11257
11259,"Lad Pkwy & Xerxes Ave N","Far side W",  45.099724, -93.321259,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11259
11261,"Lad Pkwy & Beard Ave N","Across from W",  45.100037, -93.324638,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11261
11263,"Lad Pkwy & #7956 - 7998","Near side W",  45.100780, -93.326096,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11263
11265,"Lad Pkwy & #8000 - 8010","Near side W",  45.101822, -93.327293,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11265
11267,"Lad Pkwy & #8100 - 8112","Near side W",  45.103279, -93.327560,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11267
11269,"Lad Pkwy & 82nd Ave N","Near side W",  45.103844, -93.327850,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11269
1127,"39th St W & Chowen Ave S","Near side W",  44.932396, -93.325073,"39th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1127
11271,"Lad Pkwy & 83rd Ave N","Near side W",  45.104599, -93.328979,"Lad Pkwy",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11271
11275,"83rd Ave N & 82nd Ave N","Across from W",  45.104946, -93.332085,"83rd Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11275
11278,"83rd Ave N & Halifax Court","Across from W",  45.105335, -93.334076,"83rd Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11278
11282,"83rd Ave N & #8300","Far side W",  45.105362, -93.337082,"83rd Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11282
11284,"83rd Ave N & Noble Ave N","Near side W",  45.105309, -93.341179,"83rd Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11284
113,"Bryant Ave S & 33rd St W","Near side S",  44.943005, -93.290779,"Bryant Ave S",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=113
1130,"39th St W & France Ave S","Near side W",  44.932423, -93.328926,"39th St W",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1130
1131,"France Ave S & 40th St W","Across from S",  44.930641, -93.329132,"France Ave S",SAINT LOUIS PARK,,,,,2,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1131
11310,"Noble Ave N & 85th Ave N","Near side N",  45.108742, -93.341278,"Noble Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11310
11312,"85th Ave N & Edinbrook Crossing","Near side E",  45.108810, -93.328873,"85th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11312
11314,"85th Ave N & Xerxes Ave N","Near side E",  45.108879, -93.321228,"85th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11314
11316,"Xerxes Ave N & 84th Ave N","Near side S",  45.106480, -93.321190,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11316
11318,"Xerxes Ave N & 83rd Ave N","Near side S",  45.104996, -93.321220,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11318
1132,"France Ave S & 41st St W","Across from S",  44.928844, -93.329147,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1132
11320,"Xerxes Ave N & Pearson Pkwy","Near side S",  45.104126, -93.321220,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11320
11322,"Xerxes Ave N & #8109-8157","Near side S",  45.103165, -93.321243,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11322
11324,"Xerxes Ave N & 81st Ave N","Near side S",  45.102268, -93.321243,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11324
11326,"Xerxes Ave N & 80th Ave N","Near side S",  45.100487, -93.321220,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11326
11328,"Xerxes Ave N & Lad Pkwy","Near side S",  45.099770, -93.321175,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11328
1133,"France Ave S & 42nd St W","Near side S",  44.927036, -93.329163,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1133
11330,"Xerxes Ave N & Xerxes Court","Near side S",  45.098763, -93.321106,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11330
11332,"Xerxes Ave N & Brookdale Dr","Near side S",  45.097298, -93.321060,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11332
11333,"Xerxes Ave N & York Lane","Near side S",  45.096737, -93.321075,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11333
11334,"Xerxes Ave N & 75th Ave N","Near side S",  45.093037, -93.320930,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11334
11335,"Xerxes Ave N & 74th Ave N","Across from S",  45.091454, -93.320976,"Xerxes Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11335
11336,"74th Ave N & #3100 / #3200","Mid block W",  45.091061, -93.321854,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11336
11337,"74th Ave N & Abbott Ave N","Near side W",  45.090988, -93.323677,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11337
11338,"74th Ave N & 74th Circle","Near side W",  45.090370, -93.324936,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11338
11339,"74th Ave N & Beard Ave N","Near side W",  45.090069, -93.326340,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11339
1134,"France Ave S & Colgate Ave","Across from S",  44.925110, -93.329170,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1134
11340,"74th Ave N & Drew Ave N","Near side W",  45.090069, -93.328255,"74th Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11340
11341,"France Ave N & 73rd Ave N","Near side S",  45.087406, -93.330956,"France Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11341
11344,"Bass Lake Rd & Xerxes Ave N","Far side E",  45.059170, -93.320160,"Bass Lake Rd",BROOKLYN CENTER,,,,,2,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11344
11345,"Bass Lake Rd & Northway Dr","Near side E",  45.059120, -93.317291,"Bass Lake Rd",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11345
11347,"Bass Lake Rd & Shingle Creek Pkwy / Hwy 100","Mid block E",  45.058975, -93.312241,"Bass Lake Rd",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11347
11349,"57th Ave N & Lilac Dr N","Near side E",  45.058445, -93.306221,"57th Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11349
11351,"57th Ave N & Logan Ave N","Near side E",  45.058399, -93.304169,"57th Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11351
11353,"Shingle Creek Pkwy & Bass Lake Rd","Far side N",  45.059967, -93.313568,"Shingle Creek Pkwy",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11353
11357,"Earle Brown Dr & #6040","Near side N",  45.065262, -93.302116,"Earle Brown Dr",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11357
11358,"Earle Brown Dr & #6120","Near side N",  45.067429, -93.302139,"Earle Brown Dr",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11358
11359,"Earle Brown Dr & #6200","Near side S",  45.067322, -93.306526,"Earle Brown Dr",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11359
1136,"France Ave S & Sunnyside Ave","Near side S",  44.922070, -93.329170,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1136
11360,"Shingle Creek Pkwy & John Martin Dr","Far side N",  45.064690, -93.309799,"Shingle Creek Pkwy",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11360
11361,"Shingle Creek Pkwy & Summit Dr","Far side N",  45.066780, -93.308731,"Shingle Creek Pkwy",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11361
11368,"Shingle Creek Pkwy & Civic Center Dr","Far side S",  45.068638, -93.308548,"Shingle Creek Pkwy",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11368
11369,"Shingle Creek Pkwy & Summit Dr","Far side S",  45.066349, -93.309143,"Shingle Creek Pkwy",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11369
11370,"Shingle Creek Pkwy & John Martin Dr","Near side S",  45.064743, -93.310143,"Shingle Creek Pkwy",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11370
11372,"Logan Ave N & 56th Ave N","Near side S",  45.056721, -93.304161,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11372
11374,"Logan Ave N & 55th Ave N","Near side S",  45.054901, -93.304230,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11374
11376,"Logan Ave N & 54th Ave N","Near side S",  45.053089, -93.304291,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11376
11378,"Logan Ave N & 53rd Ave N","Near side S",  45.051319, -93.304329,"Logan Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11378
1139,"France Ave S & 47th St W","Near side S",  44.918018, -93.329170,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1139
11390,"Humboldt Ave N & 51st Ave N","Near side S",  45.047634, -93.299477,"Humboldt Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11390
11394,"Humboldt Ave N & 49th Ave N","Far side S",  45.043636, -93.299469,"Humboldt Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11394
11397,"Humboldt Ave N & Shingle Creek Dr","Across from S",  45.040749, -93.299217,"Humboldt Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11397
1140,"France Ave S & 48th St W","Near side S",  44.916214, -93.329140,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1140
1141,"France Ave S & 49th St W","Near side S",  44.914417, -93.329124,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1141
11412,"45th Ave N & Lyndale Ave N","Far side W",  45.036930, -93.287971,"45th Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11412
11414,"45th Ave N & Aldrich Ave N","Near side W",  45.036758, -93.289986,"45th Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11414
11415,"45th Ave N & Bryant Ave N","Near side W",  45.036743, -93.291260,"45th Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11415
11416,"Bryant Ave N & 46th Ave N","Near side N",  45.038395, -93.291336,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11416
11417,"Bryant Ave N & 47th Ave N","Near side N",  45.040104, -93.291367,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11417
11418,"Bryant Ave N & 48th Ave N","Near side N",  45.041943, -93.291351,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11418
11419,"Bryant Ave N & 49th Ave N","Near side N",  45.043732, -93.291374,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11419
1142,"France Ave S & 51st St W","Near side S",  44.910999, -93.329102,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1142
11420,"Bryant Ave N & 50th Ave N","Near side N",  45.045582, -93.291397,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11420
11422,"Bryant Ave N & 51st Ave N","Near side N",  45.047363, -93.291412,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11422
11424,"Bryant Ave N & 52nd Ave N","Near side N",  45.049164, -93.291435,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11424
11426,"Bryant Ave N & 53rd Ave N","Near side N",  45.050957, -93.291451,"Bryant Ave N",MINNEAPOLIS,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11426
1143,"France Ave S & 52nd St W","Near side S",  44.909012, -93.329086,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1143
1144,"France Ave S & 53rd St W","Across from S",  44.907204, -93.329079,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1144
11440,"Dupont Ave N & 56th Ave N","Near side N",  45.056446, -93.293808,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11440
11442,"Dupont Ave N & 57th Ave N","Near side N",  45.058201, -93.293716,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11442
11444,"Dupont Ave N & 58th Ave N","Near side N",  45.060097, -93.293671,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11444
11446,"Dupont Ave N & 59th Ave N","Near side N",  45.061859, -93.293610,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11446
11448,"Dupont Ave N & 60th Ave N","Near side N",  45.063648, -93.293564,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11448
1145,"France Ave S & 54th St W","Near side S",  44.905396, -93.329063,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1145
11451,"Dupont Ave N & 61st Ave N","Near side N",  45.065506, -93.293526,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11451
11459,"Dupont Ave N & 62nd Ave N","Near side N",  45.066940, -93.293663,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11459
1146,"France Ave S & 55th St W","Across from S",  44.903587, -93.329079,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1146
11461,"Dupont Ave N & Lilac Dr N","Near side N",  45.068501, -93.293808,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11461
11463,"Dupont Ave N & 64th Ave N","Near side N",  45.070896, -93.294075,"Dupont Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11463
11465,"65th Ave N & Dupont Ave N","Far side W",  45.072876, -93.294594,"65th Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11465
11469,"65th Ave N & Fremont Ave N","Across from W",  45.072899, -93.296730,"65th Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11469
1147,"France Ave S & 56th St W","Near side S",  44.901173, -93.329079,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1147
11473,"65th Ave N & Humboldt Ave N","Near side W",  45.072918, -93.299332,"65th Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11473
1148,"France Ave S & Wood End Dr","Near side S",  44.899658, -93.329086,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1148
11481,"Humboldt Ave N & #6521","Across from N",  45.074245, -93.299507,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11481
11483,"Humboldt Ave N & 67th Ave N","Near side N",  45.077171, -93.299774,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11483
11486,"Humboldt Ave N & #6819","Across from N",  45.079506, -93.300056,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11486
11488,"Humboldt Ave N & 70th Ave N","Near side N",  45.081745, -93.300201,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11488
1149,"France Ave S & 58th St W","Near side S",  44.898163, -93.329079,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1149
11490,"Humboldt Ave N & 71st Ave N","Across from N",  45.083561, -93.300255,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11490
11492,"Humboldt Ave N & 72nd Ave N","Far side N",  45.084900, -93.300247,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11492
11494,"Humboldt Ave N & 73rd Ave N","Near side N",  45.087109, -93.300331,"Humboldt Ave N",BROOKLYN CENTER,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11494
11496,"Humboldt Ave N & Meadowood Dr","Near side N",  45.090626, -93.300438,"Humboldt Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11496
11498,"Humboldt Ave & Humboldt Circle (S)","Across from N",  45.091446, -93.300461,"Humboldt Ave",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11498
1150,"France Ave S & Grimes Ave / 60th St W","Mid block S",  44.896320, -93.329079,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1150
11500,"Humboldt Ave N & #7600","Across from N",  45.092491, -93.300499,"Humboldt Ave N",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11500
11502,"Brookdale Dr & Humboldt Ave N","Far side W",  45.094452, -93.300735,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11502
11504,"Brookdale Dr & Irving Ave N","Across from W",  45.094486, -93.302414,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11504
11506,"Brookdale Dr & Pearson Court","Near side W",  45.094486, -93.303658,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11506
11508,"Brookdale Dr & Sierra Pkwy","Near side W",  45.094490, -93.304924,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11508
1151,"France Ave S & 60th St W","Near side S",  44.893902, -93.329102,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1151
11510,"Brookdale Dr & Morgan Ave N","Across from W",  45.094498, -93.306175,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11510
11512,"Brookdale Dr & Newton Ave N","Far side W",  45.094517, -93.308365,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11512
11514,"Brookdale Dr & Oliver Ave N","Near side W",  45.094543, -93.310043,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11514
11516,"Brookdale Dr & Penn Ave N","Near side W",  45.094570, -93.311317,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11516
11518,"Brookdale Dr & Queen Ave N","Near side W",  45.094597, -93.312737,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11518
1152,"France Ave S & Halifax Ave","Near side S",  44.892593, -93.329086,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1152
11520,"Brookdale Dr & Upton Ave N","Near side W",  45.096004, -93.317482,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11520
11522,"Brookdale Dr & Vincent Ave N","Near side W",  45.096516, -93.318481,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11522
11524,"Brookdale Dr & Xerxes Ave N","Near side W",  45.097202, -93.320839,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11524
11526,"Brookdale Dr & Xerxes Ave N","Far side E",  45.097076, -93.320793,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11526
11528,"Brookdale Dr & Vincent Ave N","Across from E",  45.096508, -93.318771,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11528
1153,"France Ave S & 62nd St W","Near side S",  44.890961, -93.329102,"France Ave S",EDINA,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=1153
11530,"Brookdale Dr & Upton Ave N","Across from E",  45.096039, -93.317772,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11530
11534,"Brookdale Dr & Penn Ave N","Across from E",  45.094471, -93.311584,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11534
11536,"Brookdale Dr & Oliver Ave N","Across from E",  45.094440, -93.310303,"Brookdale Dr",BROOKLYN PARK,,,,,1,http://www.metrotransit.org/NexTripBadge.aspx?stopnumber=11536
